RMS,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,FalutID
25.831594,651.183,-0.3784072995185852,5.0514426,2.6391122,1.6487067,4.351122,16.287937,19262.475,18644.72,12825.8125,46.875,70.3125,93.75,1
19.792528,391.9355,0.7262582182884216,5.7593274,3.4443543,1.6339533,5.627914,17.04718,14660.572,12970.468,7088.699,46.875,70.3125,23.4375,1
15.126045,211.81317,-1.065781831741333,6.262965,2.7032883,1.5882809,4.293581,16.608671,8465.825,6468.377,6316.345,0.0,46.875,468.75,1
15.111183,212.4626,-1.0878748893737793,6.267562,2.705947,1.6023229,4.3358006,16.958344,8189.1895,6280.638,5815.8105,0.0,46.875,468.75,1
15.186183,218.01244,-1.098192811012268,6.1210465,2.692583,1.6021556,4.313937,17.126343,7302.537,6916.937,5696.274,0.0,46.875,445.3125,1
13.593016,184.38647,-0.383169561624527,4.520324,3.008167,1.4922149,4.4888315,14.258499,8052.7188,6626.4233,5265.0815,492.1875,468.75,140.625,1
14.020666,196.29819,0.4065433442592621,4.6908326,4.258718,1.4942392,6.3635435,15.7436285,7813.215,5554.8364,5347.1294,70.3125,46.875,492.1875,1
14.549258,211.76016,0.42415186762809753,4.2289896,4.103994,1.4290018,5.8646145,14.111304,8858.602,6772.512,5263.792,70.3125,46.875,492.1875,1
14.585615,212.45955,0.48889902234077454,4.2661304,4.093764,1.4158747,5.796257,13.66461,8140.236,6712.5615,5201.308,70.3125,46.875,445.3125,1
19.305086,350.14642,-0.6740731596946716,5.5292826,3.0929706,1.5626608,4.833264,16.780107,14492.383,12929.78,9759.93,46.875,70.3125,0.0,1
20.994844,434.51273,-0.3768976628780365,4.722976,2.8197188,1.5240672,4.297441,15.025145,18169.73,15087.725,6720.9736,46.875,70.3125,23.4375,1
21.026588,437.66867,-0.4264265298843384,4.687693,2.8154619,1.5092553,4.249251,14.444226,17463.451,15929.203,7192.1465,46.875,70.3125,23.4375,1
21.18409,438.17563,-0.27923715114593506,4.600833,2.7945292,1.4753268,4.1228437,13.642879,16671.443,15655.603,8981.526,70.3125,46.875,23.4375,1
22.78431,495.9252,0.6854808926582336,17.3492,6.554179,1.6334091,10.705656,31.057554,12550.774,10490.089,9915.723,23.4375,70.3125,0.0,1
41.40455,1714.7983,-0.8699995875358582,11.540832,5.0843725,1.895121,9.635501,31.05471,22466.537,20609.01,19974.877,445.3125,421.875,468.75,1
41.277283,1704.6464,-0.9190442562103271,11.730276,5.1000485,1.943753,9.913235,33.34542,22091.686,20310.932,20225.264,445.3125,421.875,468.75,1
41.903564,1756.7273,-0.88877272605896,11.086675,5.023824,1.8579341,9.333935,30.351814,21149.56,20495.066,20391.727,445.3125,421.875,468.75,1
114.29729,12953.532,1.5661451816558838,8.161397,4.3637757,1.8646245,8.136803,21.639843,71089.5,66224.86,54820.297,140.625,117.1875,164.0625,1
345.88098,119503.1,1.4164609909057617,9.611705,4.60621,1.9133509,8.813297,28.81319,211022.84,186841.56,141591.67,140.625,117.1875,445.3125,1
364.71518,133067.48,1.2501496076583862,7.840912,4.368342,1.6954778,7.406427,19.853495,228812.8,204411.61,141978.53,140.625,117.1875,609.375,1
394.2119,155393.12,1.0743494033813477,6.024102,4.0414824,1.5330001,6.1955934,14.601108,239253.34,199611.14,192473.22,117.1875,140.625,468.75,1
589.27423,347404.88,1.2336037158966064,5.717945,3.848946,1.5350441,5.908302,13.586598,368640.66,319154.03,274916.03,117.1875,468.75,585.9375,1
695.39026,483704.78,1.1857669353485107,5.9028068,3.8661478,1.5664458,6.056111,15.31392,443144.47,426910.44,319244.38,445.3125,117.1875,539.0625,1
697.7879,487063.62,1.1763888597488403,5.8292694,3.8528633,1.5542978,5.9884973,15.052868,507930.8,425156.97,309443.84,445.3125,117.1875,562.5,1
687.73206,472161.75,1.2954655885696411,6.330675,3.909199,1.5769283,6.1645265,15.344466,426678.22,388469.12,345926.2,445.3125,117.1875,539.0625,1
690.31854,476621.06,1.0979348421096802,5.5096273,3.894552,1.5144194,5.8979855,14.336218,443190.7,413561.84,345651.75,421.875,398.4375,539.0625,1
636.82684,405707.44,0.8838948607444763,4.606258,3.494419,1.4711128,5.140685,11.750651,558456.4,410456.2,268510.88,421.875,398.4375,515.625,1
647.57794,419560.25,0.9326062798500061,4.5107794,3.4364047,1.4792385,5.0832624,11.609811,568901.44,420281.22,335508.56,421.875,398.4375,515.625,1
654.53674,428426.0,0.8618358969688416,4.273271,3.39987,1.4536343,4.9421673,11.254823,569005.7,384263.1,354704.6,421.875,398.4375,515.625,1
592.67914,351235.2,0.7698310017585754,4.5814166,3.7547126,1.4687719,5.5148163,12.597869,434677.2,344733.03,284198.25,421.875,445.3125,515.625,1
518.1948,268645.66,0.7503000497817993,4.2770505,3.172893,1.4705495,4.665896,11.246744,445219.53,248588.84,245225.69,421.875,445.3125,515.625,1
492.64944,242732.14,0.6847917437553406,4.62,3.3374174,1.4856243,4.958148,12.177695,451453.12,293512.4,262691.53,421.875,398.4375,515.625,1
475.90207,226337.19,0.7631334066390991,5.2628355,3.4548635,1.586693,5.481808,14.364576,407424.44,260818.33,236386.16,421.875,398.4375,515.625,1
337.33313,113781.57,0.9543689489364624,7.3700867,4.381472,1.5863888,6.9507184,16.778461,211697.48,199773.95,150629.31,445.3125,421.875,515.625,1
209.66551,43980.79,0.16849437355995178,3.0335622,2.8732579,1.3365605,3.8402832,9.703616,175576.88,141544.42,77867.95,398.4375,375.0,468.75,1
199.14194,39676.883,0.1688634306192398,3.559943,3.025094,1.4256119,4.31261,11.48097,180760.0,117633.8,77098.29,398.4375,375.0,421.875,1
197.14018,38882.73,0.17198413610458374,3.6910179,3.0558107,1.4639951,4.473692,12.355329,168053.42,132754.23,78761.234,398.4375,375.0,421.875,1
154.6714,23934.92,0.6293305158615112,5.8559465,3.8948576,1.5977366,6.2229567,16.377357,92192.49,88462.95,87586.47,375.0,445.3125,398.4375,1
78.31329,6131.481,0.4126966893672943,4.6671953,3.6224437,1.43833,5.2102695,12.640375,51887.062,38948.37,34874.816,421.875,398.4375,210.9375,1
76.70096,5869.067,0.5011571645736694,5.090686,3.6985912,1.5139257,5.599392,14.53098,55164.66,42472.88,33052.957,421.875,398.4375,210.9375,1
73.389626,5388.2305,0.5321851968765259,5.7349577,3.8654711,1.6092496,6.220508,17.03449,46046.188,38344.17,29345.158,421.875,398.4375,328.125,1
70.2623,4939.198,0.4864934980869293,6.0282245,4.037521,1.600001,6.460037,17.468359,25382.922,24687.033,24204.035,632.8125,609.375,445.3125,1
65.26976,4221.3286,-0.1986437290906906,4.9427,3.7717738,1.5351262,5.7901487,16.943253,38264.49,32948.04,27876.156,585.9375,609.375,562.5,1
