TempoLeituraSD,TempoNormalizacao,TempoPreProcessamento,TempoFeatTempo,TempoFFT,TempoFeatFrequencia,TempoInferencia
70333,1172,264,6191,1819,1107,18
70333,1172,7207,6192,1818,1105,18
70333,1172,2099,6191,1820,1107,18
70333,1172,311,6191,1819,1107,19
70381,1172,264,6191,1819,1105,17
70381,1172,7204,6191,1819,1103,19
70381,1172,315,6185,1819,1108,18
70381,1172,310,6191,1819,1110,18
70380,1172,265,6177,1819,1108,18
70380,1172,7206,6191,1819,1106,18
70380,1172,312,6191,1818,1105,18
70380,1172,313,6191,1819,1106,19
77254,1172,264,6190,1819,1105,19
77254,1172,7204,6192,1819,1104,18
77254,1172,314,6187,1819,1109,18
77254,1172,313,6191,1819,1108,18
70344,1172,264,6192,1818,1107,19
70344,1172,7204,6191,1819,1104,18
70344,1172,2100,6191,1819,1108,17
70344,1172,310,6191,1818,1110,20
70382,1172,265,6189,1819,1110,17
70382,1172,7217,6191,1819,1110,19
70382,1172,309,6192,1819,1106,18
70382,1172,312,6167,1820,1106,18
70382,1172,263,6191,1819,1106,18
70382,1172,7202,6192,1819,1102,18
70382,1172,308,6191,1819,1109,18
70382,1172,310,6191,1819,1109,19
70395,1172,263,6191,1818,1107,18
70395,1172,7206,6188,1819,1107,17
70395,1172,306,6191,1819,1107,19
70395,1172,311,6179,1819,1107,19
70419,1172,263,6191,1819,1108,18
70419,1172,8992,6191,1819,1103,19
70419,1172,315,6181,1819,1107,18
70419,1172,313,6191,1819,1107,19
75935,1172,265,6169,1819,1107,19
75935,1172,7209,6191,1819,1105,18
75935,1172,314,6192,1819,1104,19
75935,1172,314,6191,1819,1105,18
70368,1172,264,6191,1819,1104,17
70368,1172,7208,6191,1818,1104,16
70368,1172,306,6191,1819,1108,18
70368,1172,310,6191,1819,1108,18
77290,1172,264,6183,1818,1108,18
77290,1172,7209,6169,1819,1106,18
77290,1172,310,6191,1819,1105,18
77290,1172,314,6191,1819,1107,18
