TempoLeituraSD,TempoNormalizacao,TempoJanela,TempoFeatTempo,TempoFFT,TempoFeatFrequencia,TempoInferencia,TempoTotalBatch
85003,1148,171,6191,1820,1110,6,38281
77202,1147,172,6191,1821,1108,5,38281
70381,1148,171,6167,1821,1107,6,38254
70369,1148,172,6190,1821,1109,6,38275
70381,1148,172,6191,1820,1105,5,38263
70382,1147,172,6175,1821,1108,5,38240
70369,1147,171,6191,1821,1106,5,38262
70330,1148,171,6191,1820,1110,6,38276
70343,1148,171,6174,1820,1106,6,38231
77241,1148,172,6191,1820,1108,6,38280
75909,1148,172,6191,1820,1105,6,38266
70358,1148,171,6177,1821,1109,6,38264
70406,1149,171,6179,1820,1109,6,38262
70418,1148,172,6192,1819,1106,6,38261
79788,1148,172,6191,1820,1109,6,38278
70318,1148,172,6185,1821,1108,6,38272
70368,1147,171,6191,1821,1106,6,38271
77289,1148,172,6192,1820,1110,6,38285
70406,1148,171,6191,1821,1107,6,38260
75823,1148,172,6192,1819,1107,5,38268
70357,1148,171,6191,1821,1109,5,38278
70370,1148,172,6191,1821,1105,5,38283
70406,1148,171,6191,1821,1109,5,38253
70317,1148,172,6191,1820,1104,6,38275
70317,1148,172,6191,1820,1107,6,38260
77228,1148,172,6169,1821,1109,6,38232
70342,1148,172,6191,1820,1106,6,38272
79787,1147,172,6191,1821,1113,6,38246
70445,1148,171,6192,1820,1103,6,38263
75986,1147,172,6191,1820,1107,5,38275
70407,1147,171,6191,1820,1107,6,38280
70318,1147,171,6191,1821,1106,6,38270
70355,1148,171,6191,1821,1108,6,38278
82744,1147,171,6191,1821,1108,6,38266
70342,1149,171,6192,1820,1109,6,38263
70418,1147,173,6191,1821,1107,6,38238
70407,1147,172,6185,1820,1104,6,38249
70457,1148,171,6167,1820,1108,6,38225
70393,1148,172,6191,1821,1106,6,38267
70304,1147,172,6191,1821,1108,6,38246
75758,1148,172,6192,1820,1105,6,38274
86534,1148,172,6191,1820,1107,6,38276
79650,1148,171,6191,1820,1104,5,38250
70382,1147,172,6167,1821,1107,5,38230
70405,1149,171,6169,1820,1104,6,38238
70407,1147,172,6182,1820,1106,6,38262
70381,1147,171,6191,1820,1104,6,38277
70392,1147,171,6191,1820,1105,6,38268
70355,1147,171,6191,1821,1107,6,38275
82806,1148,172,6191,1821,1110,6,38257
70329,1149,171,6192,1819,1109,6,38289
70431,1148,172,6172,1821,1110,6,38261
70382,1148,171,6191,1821,1104,6,38275
70433,1148,171,6191,1821,1110,6,38282
79813,1147,171,6177,1821,1108,6,38240
70341,1149,171,6179,1820,1109,5,38274
70429,1147,172,6173,1820,1110,6,38264
77252,1147,171,6186,1821,1108,6,38252
70381,1147,172,6178,1821,1106,6,38248
75973,1147,172,6191,1821,1105,5,38269
70383,1147,171,6191,1821,1105,6,38252
70369,1148,172,6191,1820,1111,5,38288
70405,1148,172,6191,1821,1106,5,38264
70317,1147,171,6191,1820,1108,5,38278
70318,1148,172,6191,1820,1109,5,38259
77289,1147,172,6192,1820,1109,6,38276
70393,1148,172,6173,1820,1106,5,38243
70470,1148,172,6191,1820,1107,6,38253
79827,1148,171,6191,1820,1106,6,38261
75847,1147,172,6191,1821,1107,6,38280
70407,1148,171,6176,1821,1106,6,38242
70318,1148,172,6179,1821,1110,6,38264
70317,1147,172,6172,1821,1109,5,38268
77228,1147,171,6191,1820,1113,6,38265
70342,1147,172,6178,1820,1110,6,38277
70443,1148,171,6171,1820,1106,6,38240
70407,1148,172,6191,1820,1105,6,38280
70419,1147,172,6191,1821,1107,6,38276
70394,1148,171,6191,1821,1111,6,38287
75909,1148,172,6191,1821,1106,5,38272
70294,1147,171,6187,1820,1108,6,38280
86583,1148,172,6191,1821,1106,5,38271
70380,1148,172,6191,1821,1107,6,38256
70394,1148,172,6175,1821,1109,6,38262
70457,1147,171,6191,1821,1107,6,38268
70407,1148,171,6191,1821,1109,6,38266
70392,1147,173,6192,1820,1111,6,38268
70344,1147,171,6191,1820,1108,6,38253
70356,1148,172,6191,1821,1109,6,38269
82693,1148,172,6191,1820,1105,6,38263
70368,1148,172,6191,1821,1105,5,38274
70381,1149,171,6192,1820,1107,5,38265
70382,1148,172,6183,1821,1106,6,38263
70870,1148,172,6172,1820,1110,5,38247
85505,1147,171,6174,1821,1109,6,38266
70343,1148,172,6178,1821,1107,6,38251
70392,1148,171,6170,1820,1105,6,38260
77265,1148,172,6191,1821,1106,6,38275
70394,1148,171,6191,1821,1109,6,38273
85293,1148,171,6178,1820,1110,6,38273
70368,1147,172,6192,1820,1103,6,38263
70369,1148,171,6191,1821,1110,6,38282
70357,1148,172,6191,1821,1109,6,38265
70317,1148,171,6191,1821,1106,6,38281
70367,1148,172,6191,1821,1109,6,38276
77228,1147,171,6191,1821,1108,6,38268
70343,1147,172,6169,1821,1108,6,38257
70431,1149,171,6192,1820,1108,5,38251
85341,1147,172,6176,1821,1111,6,38266
70382,1147,171,6191,1820,1108,6,38266
70342,1147,172,6192,1820,1110,6,38277
70318,1147,171,6175,1820,1105,6,38250
70319,1148,171,6191,1821,1107,5,38265
77277,1148,172,6192,1819,1106,6,38237
70342,1148,172,6191,1821,1109,6,38276
70458,1148,172,6176,1821,1106,6,38257
70407,1148,171,6167,1820,1109,6,38237
70418,1149,171,6191,1820,1110,6,38259
70455,1147,172,6191,1821,1107,5,38257
75733,1148,172,6172,1819,1109,6,38226
70305,1147,172,6175,1820,1107,5,38234
86584,1147,171,6168,1821,1109,6,38254
70380,1148,171,6192,1821,1112,6,38281
70443,1147,172,6182,1821,1108,5,38254
70407,1147,172,6191,1820,1106,6,38275
70408,1148,171,6191,1820,1109,6,38258
70443,1148,172,6191,1821,1108,5,38285
70342,1148,172,6172,1820,1107,6,38255
70367,1147,171,6191,1821,1108,5,38245
82669,1147,172,6192,1820,1107,6,38266
70319,1148,171,6191,1820,1106,6,38274
70381,1147,172,6191,1821,1108,6,38262
70381,1148,172,6182,1820,1107,6,38236
70394,1147,171,6191,1820,1105,6,38239
70382,1148,172,6191,1820,1108,5,38253
79737,1147,172,6192,1820,1112,6,38287
70342,1148,171,6192,1820,1104,6,38264
77265,1148,172,6184,1821,1108,6,38253
75797,1148,172,6183,1821,1108,5,38274
70481,1148,172,6191,1820,1107,6,38252
70383,1147,171,6186,1820,1109,6,38275
70482,1148,171,6191,1821,1108,6,38261
70368,1148,171,6192,1820,1108,5,38257
70330,1147,172,6183,1821,1110,6,38270
70318,1147,172,6191,1820,1105,6,38279
77290,1149,171,6191,1821,1108,6,38262
70367,1147,172,6191,1820,1108,6,38275
70419,1147,171,6191,1820,1105,6,38273
85393,1148,172,6192,1820,1108,6,38268
70368,1147,172,6192,1820,1106,6,38280
70344,1147,171,6191,1821,1108,5,38259
70343,1147,171,6191,1821,1107,6,38275
70304,1148,172,6191,1821,1106,6,38276
82769,1147,171,6191,1821,1108,5,38280
70342,1148,172,6182,1820,1106,5,38244
70395,1148,171,6191,1821,1106,6,38257
79727,1147,171,6191,1821,1110,6,38283
70408,1147,171,6191,1821,1107,5,38268
70395,1148,171,6188,1820,1109,5,38260
75858,1148,171,6175,1821,1111,6,38247
70293,1148,171,6179,1821,1108,5,38236
77289,1147,173,6191,1820,1112,6,38267
79699,1147,172,6191,1821,1105,5,38270
70433,1148,171,6192,1820,1107,6,38244
70394,1148,172,6191,1821,1110,6,38256
70394,1149,171,6192,1820,1109,6,38261
70380,1148,172,6183,1820,1105,6,38247
70330,1147,171,6191,1821,1104,6,38266
75758,1147,172,6191,1821,1106,6,38248
77228,1148,171,6191,1820,1107,6,38240
70367,1147,172,6192,1820,1105,6,38274
70382,1148,171,6191,1821,1110,6,38277
70432,1148,171,6191,1821,1106,5,38254
70394,1148,171,6191,1821,1110,5,38284
70469,1148,171,6189,1820,1108,5,38275
79874,1147,172,6179,1821,1108,6,38251
70342,1148,172,6191,1820,1107,6,38277
77252,1148,172,6191,1821,1108,6,38266
75772,1147,171,6191,1821,1110,6,38284
70371,1148,171,6191,1821,1110,6,38264
70368,1147,172,6191,1821,1107,6,38263
70381,1148,172,6192,1819,1108,6,38280
70394,1147,171,6184,1821,1107,6,38260
70306,1148,171,6191,1821,1110,6,38264
70317,1148,171,6181,1820,1110,6,38264
77227,1148,171,6191,1820,1105,5,38279
70369,1147,172,6191,1821,1109,6,38278
70457,1147,171,6191,1821,1107,6,38259
70382,1148,172,6192,1819,1106,5,38256
85105,1147,171,6192,1821,1111,5,38286
70317,1147,173,6191,1820,1107,6,38261
70217,1148,172,6191,1820,1107,5,38274
70229,1147,171,6191,1820,1108,6,38276
77152,1147,171,6191,1820,1107,6,38259
70269,1147,171,6191,1821,1107,5,38275
70368,1148,172,6191,1820,1107,6,38277
70331,1148,172,6172,1820,1106,5,38265
70432,1147,171,6191,1821,1106,6,38272
75672,1147,172,6174,1821,1106,6,38256
70206,1148,172,6179,1820,1105,5,38242
70217,1148,172,6183,1820,1108,6,38268
77127,1148,171,6191,1820,1104,5,38267
79624,1148,171,6181,1820,1106,5,38248
70344,1148,172,6191,1821,1107,6,38256
70395,1148,171,6191,1820,1107,6,38274
70369,1147,172,6191,1821,1107,6,38252
70343,1148,172,6192,1820,1108,6,38276
70293,1147,172,6191,1821,1104,5,38231
75859,1147,173,6182,1821,1109,6,38261
77152,1147,172,6167,1821,1111,6,38219
70318,1148,171,6192,1819,1109,5,38284
70343,1147,171,6191,1821,1105,6,38273
70345,1147,171,6192,1820,1108,5,38276
85003,1147,172,6191,1821,1110,6,38287
70318,1148,172,6175,1820,1103,6,38251
70280,1147,172,6191,1821,1105,6,38271
79787,1148,171,6191,1820,1105,5,38275
77264,1148,172,6191,1820,1106,5,38259
75608,1147,172,6191,1821,1108,6,38275
70369,1147,171,6191,1821,1104,6,38263
70382,1147,171,6178,1821,1105,5,38255
70393,1149,171,6192,1820,1108,5,38274
70418,1148,172,6191,1820,1107,6,38242
70367,1147,172,6191,1821,1108,6,38276
70367,1147,171,6178,1821,1109,6,38260
77240,1148,172,6192,1820,1106,6,38284
70368,1148,171,6191,1821,1108,6,38283
70445,1148,171,6175,1820,1109,6,38262
75847,1147,171,6173,1820,1105,6,38253
79702,1147,171,6185,1820,1106,6,38254
70356,1148,172,6191,1821,1106,6,38256
70316,1148,172,6182,1820,1110,6,38265
70305,1148,172,6191,1821,1108,6,38278
77240,1147,172,6188,1821,1109,6,38265
70342,1148,171,6192,1820,1106,6,38259
70420,1148,171,6191,1821,1105,6,38254
70420,1147,171,6191,1820,1105,6,38263
70420,1148,171,6191,1820,1112,6,38263
75823,1148,171,6191,1820,1104,5,38244
70293,1147,171,6191,1821,1106,6,38253
70305,1148,172,6192,1821,1107,5,38275
77227,1148,172,6192,1820,1107,5,38244
70331,1148,171,6191,1821,1108,6,38279
79775,1148,171,6191,1820,1106,5,38257
70457,1148,172,6192,1820,1107,6,38266
70407,1148,172,6173,1820,1107,5,38263
70394,1147,171,6186,1821,1108,6,38275
70392,1147,171,6191,1821,1108,6,38257
75758,1148,172,6191,1820,1108,6,38271
77201,1148,172,6191,1820,1106,5,38253
70380,1148,171,6191,1820,1110,6,38284
70383,1147,171,6191,1821,1109,6,38265
70394,1147,171,6191,1820,1104,6,38272
70405,1148,171,6192,1820,1110,6,38278
70381,1148,172,6191,1820,1109,6,38283
70379,1147,171,6191,1821,1108,6,38271
79800,1148,171,6191,1820,1107,6,38260
82706,1147,171,6191,1821,1108,5,38274
70344,1148,171,6191,1821,1110,6,38279
70381,1148,171,6171,1820,1106,6,38225
70381,1147,171,6191,1821,1108,6,38242
70369,1147,172,6191,1820,1105,6,38265
70418,1147,171,6191,1821,1109,6,38256
70367,1148,172,6192,1819,1106,6,38260
70380,1148,171,6191,1821,1104,6,38268
77315,1148,172,6191,1821,1104,6,38238
70392,1147,171,6191,1820,1108,6,38281
70419,1148,171,6192,1820,1106,5,38279
75798,1148,171,6169,1821,1106,6,38254
70369,1147,172,6192,1820,1110,6,38283
89120,1148,172,6191,1821,1106,5,38275
70354,1148,172,6192,1820,1109,6,38280
75784,1148,171,6190,1820,1109,6,38284
77277,1148,172,6191,1821,1102,6,38252
70356,1147,171,6191,1821,1107,6,38257
70406,1148,171,6191,1821,1104,5,38255
70419,1149,171,6191,1820,1108,5,38276
70418,1147,173,6191,1820,1109,6,38264
76186,1148,171,6192,1821,1108,5,38278
70292,1148,171,6191,1821,1107,5,38277
70342,1148,172,6191,1820,1107,6,38243
77278,1148,172,6191,1821,1106,5,38253
70331,1148,172,6191,1821,1110,6,38270
79876,1148,172,6168,1820,1105,5,38249
70406,1147,172,6182,1820,1110,6,38267
70407,1148,171,6191,1821,1106,5,38261
70394,1148,172,6191,1821,1110,5,38235
75796,1147,171,6192,1820,1106,6,38260
