RMS,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,Predicted
1939.756104,3764486.250000,0.314629,17.562237,7.371600,2.226993,16.416498,55.648506,711970.187500,676229.062500,674398.125000,1125.000000,1171.875000,1148.437500,1
1242.907837,1545572.000000,-0.084021,10.980499,5.616199,1.735242,9.745463,30.148451,496677.562500,450025.937500,418472.687500,1148.437500,1125.000000,1195.312500,4
1453.912964,2114889.750000,0.355346,15.543309,7.026298,1.941378,13.640700,42.639378,508747.000000,506475.406250,455129.000000,1148.437500,1171.875000,1195.312500,4
1744.101440,3043299.750000,0.233760,16.546110,6.611300,2.107653,13.934326,46.370621,685465.937500,664899.125000,623204.937500,1148.437500,1171.875000,1125.000000,1
997.247437,994987.875000,0.172164,6.134130,5.651218,1.494630,8.446478,21.504139,450810.968750,348198.781250,316566.812500,1148.437500,1218.750000,1101.562500,2
1838.049683,3380044.750000,0.746587,21.719467,8.704033,2.237420,19.474579,65.850555,666919.437500,663807.062500,645532.812500,1125.000000,1218.750000,1101.562500,1
1385.773438,1921305.750000,0.586331,15.828286,7.765610,1.925322,14.951299,46.467762,502122.656250,452565.500000,450152.000000,1125.000000,1078.125000,1148.437500,4
1127.659912,1272198.125000,0.962157,16.886707,8.628159,1.768092,15.255379,37.251480,435855.093750,371901.375000,368048.750000,1171.875000,1195.312500,1148.437500,4
1639.072632,2687869.250000,1.184761,22.228416,8.970201,2.128846,19.096176,56.302830,648126.500000,641951.562500,640514.250000,1125.000000,1195.312500,1101.562500,1
960.946228,923854.500000,0.318405,6.347793,5.511595,1.500075,8.267803,20.253889,463428.281250,420909.218750,307576.250000,1101.562500,1125.000000,1218.750000,2
1441.793213,2079781.250000,1.255500,18.477377,9.162971,1.945502,17.826580,44.437729,600944.500000,588897.500000,521701.906250,1101.562500,1125.000000,1171.875000,4
1456.863037,2123488.750000,0.832183,14.537066,8.158175,1.940368,15.829864,41.953754,631521.437500,577782.250000,560163.187500,1101.562500,1171.875000,1125.000000,4
990.644592,981816.625000,0.443708,9.113186,6.983867,1.545741,10.795247,28.254967,375380.500000,356169.343750,280388.437500,1125.000000,1195.312500,1148.437500,2
1721.462036,2964863.250000,0.580276,18.448307,8.414838,2.153986,18.125441,57.889336,670179.312500,579954.375000,550794.062500,1125.000000,1148.437500,1101.562500,1
1165.872437,1359922.750000,0.126648,10.440707,6.487296,1.738929,11.280949,33.210556,445463.875000,417490.812500,390001.218750,1148.437500,1125.000000,1078.125000,4
1057.753296,1119320.625000,0.258941,18.554777,8.362664,1.836305,15.356401,43.223160,402161.062500,345760.375000,305631.281250,1171.875000,1148.437500,1195.312500,4
1272.174072,1619206.625000,0.114939,19.048874,8.304598,2.027487,16.837465,53.253017,444608.468750,428815.906250,386603.343750,1125.000000,1148.437500,1171.875000,4
894.314697,800186.750000,0.245952,5.951923,5.725032,1.497759,8.574718,21.503054,315374.000000,309922.937500,307998.031250,1265.625000,1195.312500,1148.437500,2
1676.596069,2812304.500000,1.435227,25.339508,9.399030,2.231230,20.971394,62.565594,688098.062500,677801.875000,612568.125000,1171.875000,1195.312500,1101.562500,1
1302.106079,1696280.750000,1.072443,18.598703,8.614029,1.941538,16.724464,46.294800,553902.625000,512491.593750,479587.156250,1125.000000,1101.562500,1171.875000,4
1096.066406,1201926.500000,0.411618,11.558001,6.315994,1.729793,10.925364,31.415684,423879.812500,391890.875000,316593.093750,1101.562500,1125.000000,1218.750000,4
1580.691650,2499597.250000,0.188400,15.668105,7.012619,2.111058,14.804047,48.536266,579187.000000,578968.062500,520028.906250,1125.000000,1101.562500,1171.875000,4
903.077881,815945.812500,-0.132473,6.547408,4.914436,1.532505,7.531399,21.848507,331129.187500,303615.125000,294126.312500,1148.437500,1195.312500,1406.250000,2
1411.677979,1993801.875000,0.351630,19.295719,8.509794,2.040557,17.364717,51.213882,507480.750000,494236.812500,440635.343750,1148.437500,1125.000000,1171.875000,4
1466.288452,2150982.500000,0.138343,15.491082,7.756558,2.010131,15.591702,48.498363,579592.187500,521567.843750,511730.218750,1148.437500,1125.000000,1171.875000,4
897.269165,805472.187500,-0.009982,7.954622,5.849075,1.498523,8.764971,25.349457,366655.718750,293147.468750,291717.093750,1148.437500,1078.125000,1195.312500,2
1574.988037,2481795.750000,0.043648,19.650455,7.413442,2.172864,16.108404,57.292065,594974.437500,566973.250000,511814.906250,1148.437500,1171.875000,1125.000000,4
1091.034668,1190928.125000,0.034415,12.109958,5.911700,1.797397,10.625670,33.049934,464530.718750,426037.687500,371815.125000,1148.437500,1125.000000,1195.312500,4
1079.663940,1166235.875000,0.556088,22.174664,9.192402,1.910210,17.559418,48.221169,334900.093750,313963.687500,310990.250000,1148.437500,1101.562500,1171.875000,4
1337.398560,1789496.125000,0.450655,23.655430,9.285936,2.132408,19.801401,59.940334,460490.968750,451260.468750,372280.781250,1101.562500,1125.000000,1171.875000,4
764.335388,584484.125000,0.102023,5.079960,4.388690,1.468218,6.443552,16.681648,324227.250000,291134.968750,220699.484375,1125.000000,1101.562500,1218.750000,4
1361.427368,1854380.125000,0.270042,19.315657,7.863916,2.136158,16.798567,53.691666,531377.187500,522047.312500,415211.250000,1101.562500,1125.000000,1195.312500,4
1151.427612,1326428.250000,-0.037135,13.788495,6.941885,1.945477,13.505275,41.185699,446131.312500,422957.281250,376681.000000,1101.562500,1125.000000,1195.312500,4
1064.542969,1133707.500000,0.614883,13.704496,7.061253,1.800872,12.716413,36.408245,405840.562500,352149.875000,325913.093750,1125.000000,1148.437500,1406.250000,4
1721.661011,2965565.250000,0.765341,19.115465,7.354170,2.286086,16.812265,58.345200,681279.750000,670277.437500,592031.312500,1125.000000,1148.437500,1171.875000,1
993.702332,987915.750000,0.304724,10.279020,5.864231,1.664646,9.761870,30.037281,433826.500000,380555.281250,360731.718750,1148.437500,1195.312500,1078.125000,2
1398.678223,1957253.375000,0.296205,19.857079,7.842726,2.120508,16.630566,55.187889,581874.062500,538127.062500,462630.156250,1171.875000,1148.437500,1195.312500,4
1467.698730,2155157.750000,0.262243,18.246283,7.370054,2.143658,15.798878,55.861633,651917.312500,648279.250000,483722.187500,1148.437500,1125.000000,1101.562500,4
796.037720,633969.437500,0.263217,7.628980,6.391294,1.504698,9.616971,25.341616,361762.093750,251395.234375,229980.640625,1148.437500,1101.562500,1218.750000,0
1386.694458,1923855.250000,0.757102,20.663334,8.633335,2.155854,18.612213,59.021053,470117.281250,453150.906250,438244.093750,1101.562500,1148.437500,1125.000000,4
1022.598999,1046218.625000,0.560966,10.914157,6.793628,1.751177,11.896844,33.184174,377715.093750,354756.750000,306321.781250,1125.000000,1101.562500,1195.312500,4
986.549500,973749.875000,0.101660,14.026745,7.458710,1.782673,13.296445,37.515839,349855.031250,308523.750000,268628.781250,1125.000000,1101.562500,1148.437500,4
1226.596802,1505263.250000,-0.105621,17.706671,7.826777,2.054121,16.077150,51.530018,437482.468750,424546.687500,407392.000000,1125.000000,1101.562500,1148.437500,4
733.857666,538800.125000,0.049180,4.785344,4.031524,1.468338,5.919638,16.649549,236429.187500,228605.453125,205297.359375,1078.125000,1148.437500,1195.312500,4
1304.208252,1701788.375000,0.068914,16.598972,7.584514,2.098650,15.917243,50.540676,544759.062500,504827.562500,471432.968750,1125.000000,1101.562500,1148.437500,4
1165.229126,1358421.625000,-0.070107,13.879033,6.609664,2.001258,13.227645,41.330086,480342.125000,478588.625000,471161.406250,1148.437500,1125.000000,1101.562500,4
923.140320,852555.312500,0.105652,12.944394,6.703564,1.721919,11.542994,34.443214,365912.031250,281951.468750,240786.046875,1148.437500,1078.125000,1406.250000,4
1535.470825,2358821.250000,0.156395,18.435236,7.127769,2.244547,15.998611,57.339111,570353.875000,551354.937500,496288.812500,1125.000000,1148.437500,1101.562500,4
924.452637,855028.812500,-0.018753,9.835615,5.183939,1.690089,8.761317,27.242470,398242.125000,301237.937500,269985.406250,1125.000000,1148.437500,1054.687500,4
1122.826904,1261346.875000,0.865884,22.936977,8.041271,2.012278,16.181271,49.039516,456662.250000,412511.656250,338366.937500,1101.562500,1125.000000,1171.875000,4
1252.443848,1569381.250000,0.676906,18.877602,7.442057,2.039292,15.176528,49.785149,558288.500000,550350.937500,381755.875000,1101.562500,1125.000000,1171.875000,4
785.377502,617106.062500,0.284683,4.833410,4.992856,1.453505,7.257139,18.590164,346658.468750,339607.218750,265547.000000,1125.000000,1101.562500,1195.312500,0
1366.255981,1867567.000000,0.422679,14.914649,7.156284,2.040831,14.604764,44.282955,561503.187500,556167.500000,523427.750000,1125.000000,1195.312500,1101.562500,4
1049.975342,1102985.875000,0.005746,10.721205,5.679286,1.738186,9.871656,29.496143,431979.218750,416195.406250,389939.437500,1101.562500,1195.312500,1148.437500,4
1185.349609,1405724.750000,0.429052,13.492006,7.640874,1.832349,14.000751,36.869659,536732.250000,489350.125000,441287.343750,1148.437500,1125.000000,1171.875000,4
1630.507324,2659721.750000,0.295149,16.213287,7.599273,2.156900,16.390873,51.974094,764886.000000,733741.312500,680564.812500,1148.437500,1171.875000,1125.000000,2
862.359680,744027.250000,0.041459,6.359320,4.485136,1.519145,6.813571,20.421419,400032.281250,381535.875000,262754.875000,1148.437500,1195.312500,1523.437500,0
1260.108398,1588617.125000,0.236165,21.842207,8.308476,2.088488,17.352154,57.916576,451095.968750,421092.062500,420817.000000,1148.437500,1054.687500,1125.000000,4
1138.184814,1296093.500000,0.025547,17.792955,7.505156,2.022602,15.179942,51.100563,478237.718750,386830.281250,382988.500000,1125.000000,1148.437500,1101.562500,4
772.600952,597202.875000,0.644293,17.081799,8.172728,1.665153,13.608843,37.349930,221950.921875,208337.515625,206345.093750,1125.000000,1101.562500,1195.312500,4
1235.634399,1527525.625000,1.443206,31.047977,9.471294,2.224028,21.064423,67.479797,373928.468750,341050.656250,323656.281250,1101.562500,1125.000000,1265.625000,4
801.431946,642606.750000,0.873561,11.220398,6.979241,1.635124,11.411926,29.600840,249917.968750,247817.281250,225658.265625,1265.625000,1101.562500,1195.312500,4
1118.709229,1252114.000000,0.685016,18.023256,7.946941,2.005864,15.940482,46.273640,454401.031250,391442.468750,390483.875000,1171.875000,1125.000000,1195.312500,4
1218.469971,1485389.875000,0.577947,15.797165,7.825449,2.017284,15.786151,47.062122,469365.968750,457416.812500,407370.968750,1171.875000,1148.437500,1125.000000,4
716.311279,513343.812500,0.212252,5.378540,5.869080,1.444174,8.475969,20.024343,257266.234375,242193.921875,199590.796875,1500.000000,1148.437500,1453.125000,4
1171.660522,1373459.875000,0.870324,20.618120,9.431851,2.047696,19.313564,53.645233,460135.593750,433263.656250,405211.062500,1125.000000,1148.437500,1101.562500,4
920.754028,848202.312500,0.415636,12.570981,7.621546,1.793549,13.669620,35.833435,421234.500000,324590.156250,309425.937500,1148.437500,1078.125000,1125.000000,4
927.770447,861175.375000,0.812523,17.784058,8.939239,1.798865,16.080486,41.949883,418099.312500,291866.375000,274329.906250,1148.437500,1171.875000,1078.125000,4
1265.949951,1603409.750000,0.870278,22.832167,9.353112,2.110687,19.741489,57.783497,504060.968750,501638.562500,398577.281250,1148.437500,1125.000000,1101.562500,4
769.948242,593102.250000,0.066389,5.616467,5.115486,1.501936,7.683132,20.177364,325222.593750,225978.656250,223035.484375,1125.000000,1148.437500,1195.312500,4
1237.961182,1533295.250000,0.080990,21.094315,7.965246,2.017783,16.072140,53.523186,396165.781250,393365.593750,363709.718750,1101.562500,1195.312500,1218.750000,4
1179.288818,1391390.250000,0.086507,15.386042,7.073360,1.894796,13.402575,44.929779,442220.531250,365174.156250,327099.312500,1125.000000,1101.562500,1195.312500,4
881.023315,776580.937500,0.474581,9.102989,6.379994,1.570634,10.020633,28.301674,305996.218750,238482.062500,224224.734375,1101.562500,1125.000000,1453.125000,4
1371.252808,1881191.625000,0.884230,20.141832,7.946142,2.074626,16.485273,53.637455,457118.406250,430046.000000,378581.156250,1101.562500,1171.875000,1078.125000,4
942.623413,888972.937500,0.286630,8.671907,6.186286,1.642689,10.162144,26.416235,298432.500000,274290.156250,256403.593750,1101.562500,1171.875000,1195.312500,4
1159.083984,1344118.875000,0.491741,18.720821,8.541771,1.894388,16.181425,46.576477,455188.875000,378861.718750,314924.125000,1125.000000,1148.437500,1382.812500,4
1338.660156,1792880.000000,0.387353,17.999052,8.241958,2.020370,16.651808,51.131634,493105.375000,485640.593750,441906.093750,1125.000000,1148.437500,1101.562500,4
821.737793,675577.875000,0.226765,5.008698,5.084486,1.456255,7.404308,18.083626,316205.718750,271826.531250,255554.265625,1148.437500,1078.125000,1195.312500,4
1383.768188,1915715.500000,0.502142,19.194485,8.350951,2.070422,17.289991,53.437447,478246.781250,472701.375000,449599.750000,1078.125000,1148.437500,1054.687500,4
1083.925781,1175465.750000,0.062803,13.028605,7.035736,1.830491,12.878855,37.010075,404305.625000,377692.281250,371903.812500,1125.000000,1078.125000,1101.562500,4
1014.808838,1030315.812500,0.637505,17.772303,7.937469,1.817196,14.423935,41.136387,305143.406250,289165.656250,275023.937500,1125.000000,1242.187500,1078.125000,4
1417.288208,2009681.000000,0.763272,25.046274,8.403527,2.187768,18.384970,61.511593,495477.406250,491193.875000,451373.531250,1101.562500,1125.000000,1148.437500,4
827.646301,685289.187500,0.182311,6.886306,5.456628,1.531933,8.359188,22.850092,259226.484375,254128.359375,238372.812500,1101.562500,1125.000000,1265.625000,4
1260.071655,1588526.500000,0.247896,19.925549,8.220262,2.000819,16.447260,52.744320,443483.156250,394941.250000,384530.250000,1125.000000,1054.687500,1101.562500,4
1228.972778,1511111.625000,0.116120,15.206028,7.371943,1.959705,14.446832,47.700798,454635.843750,397601.312500,397012.593750,1101.562500,1054.687500,1078.125000,4
786.303162,618543.687500,-0.111925,8.410579,5.542385,1.520953,8.429705,26.723974,196704.640625,183140.765625,182359.312500,1125.000000,1195.312500,1148.437500,4
1249.021606,1560818.125000,0.345858,20.234161,8.155466,2.050619,16.723755,56.527653,339258.125000,321327.687500,307638.875000,1125.000000,1054.687500,1148.437500,4
909.734619,828015.312500,0.187066,8.644730,6.460380,1.638250,10.583719,28.355967,231066.843750,222724.937500,204938.437500,1148.437500,1195.312500,1500.000000,4
1062.269775,1128946.375000,0.730329,17.625658,8.741526,1.836439,16.053278,45.166225,340364.187500,327517.093750,288132.000000,1171.875000,1148.437500,1125.000000,4
1221.621582,1493089.875000,0.704983,18.837231,8.757570,1.987392,17.404726,50.106953,406812.625000,353284.281250,332581.093750,1125.000000,1195.312500,1054.687500,4
832.561768,693482.437500,0.304948,5.373029,5.218990,1.483266,7.741148,19.667210,296402.250000,250667.218750,248609.968750,1195.312500,1429.687500,1125.000000,4
1409.022461,1986300.000000,1.123286,21.642313,8.921016,2.101702,18.749323,57.026421,482792.875000,410506.937500,405333.125000,1101.562500,1171.875000,1125.000000,4
1058.132568,1120189.250000,0.839729,16.047159,8.099642,1.874532,15.183038,41.921429,309986.718750,302028.406250,297605.562500,1101.562500,1078.125000,1382.812500,4
920.943787,848523.500000,0.191115,13.124130,6.235926,1.747771,10.898973,34.263901,266147.812500,265332.093750,263353.906250,1125.000000,1218.750000,1148.437500,4
1375.729614,1893554.625000,0.055716,18.667080,7.139931,2.147367,15.332050,51.948933,452604.843750,441365.093750,423641.250000,1101.562500,1125.000000,1078.125000,4
801.378174,642491.875000,-0.153833,7.469457,5.261455,1.530160,8.050866,24.417007,247668.015625,245843.390625,232521.859375,1101.562500,1078.125000,1148.437500,4
1068.799561,1142869.500000,-0.242905,18.116684,6.664204,1.945257,12.963590,48.791210,325322.843750,311370.625000,284592.687500,1125.000000,1148.437500,1523.437500,4
1044.046509,1090566.375000,-0.350735,13.378173,6.137579,1.846794,11.334843,41.393459,328912.093750,295709.187500,292899.718750,1148.437500,1523.437500,1078.125000,4
876.318848,768309.062500,0.836647,10.114588,7.298496,1.607891,11.735185,26.318851,378623.937500,302566.406250,255650.718750,1148.437500,1078.125000,1171.875000,4
1448.999023,2100544.750000,1.542877,23.067314,9.241805,2.165674,20.014738,51.962521,576086.000000,552272.437500,505125.375000,1148.437500,1171.875000,1195.312500,4
1002.463501,1005422.437500,0.695736,10.944020,6.974737,1.708067,11.913321,28.867142,406312.187500,369554.000000,341505.375000,1195.312500,1148.437500,1078.125000,4
1204.063354,1450456.250000,0.746934,16.664076,7.939289,1.929238,15.316778,44.161720,506482.312500,423423.562500,369005.937500,1171.875000,1148.437500,1195.312500,4
1405.074951,1975071.750000,0.557958,18.280676,8.084046,2.098891,16.967529,53.854164,532024.250000,492901.093750,486476.906250,1125.000000,1171.875000,1148.437500,4
791.007690,625985.187500,0.342704,5.050125,4.933887,1.465750,7.231844,16.927689,301981.906250,220458.843750,220242.781250,1125.000000,1101.562500,1218.750000,0
1249.825195,1562800.750000,1.071450,18.868156,8.439472,2.002680,16.901562,51.232052,448454.375000,447363.843750,339783.000000,1125.000000,1101.562500,1054.687500,4
1030.740967,1062933.750000,0.640458,13.012568,7.206282,1.805813,13.013198,37.630783,401146.625000,358515.750000,335207.562500,1101.562500,1078.125000,1125.000000,4
918.398560,843828.937500,0.673111,12.361203,7.320346,1.697173,12.423890,34.790554,269774.531250,264831.343750,253925.609375,1148.437500,1125.000000,1078.125000,4
1336.625000,1787439.000000,0.900927,18.094263,7.986898,2.081226,16.622540,52.174393,475108.875000,456493.031250,399712.468750,1148.437500,1171.875000,1195.312500,4
836.812317,700595.125000,0.238659,5.776509,4.905445,1.509797,7.406224,18.664545,354502.718750,304387.562500,293396.968750,1148.437500,1195.312500,1078.125000,0
1140.922485,1302339.875000,0.368837,16.736856,7.762631,1.884379,14.627743,44.159473,435597.718750,386723.625000,384732.156250,1148.437500,1078.125000,1171.875000,4
1124.454590,1265017.375000,0.253819,15.126329,7.362469,1.896840,13.965425,42.309372,457680.875000,423362.093750,366032.968750,1148.437500,1125.000000,1078.125000,4
800.582092,641234.437500,0.469099,10.405672,6.764749,1.566366,10.596072,28.975740,274441.812500,270077.937500,245515.421875,1148.437500,1078.125000,1171.875000,4
1337.549438,1789890.625000,0.528792,26.536066,8.778739,2.202410,19.334383,67.332840,447919.093750,446364.937500,432482.781250,1101.562500,1171.875000,1148.437500,4
898.574890,807829.875000,0.084602,13.656162,7.070973,1.728066,12.219105,37.700653,329745.375000,265465.062500,263725.031250,1125.000000,1078.125000,1054.687500,4
