TempoLeituraSD,TempoNormalizacao,TempoPreProcessamento,TempoFeatTempo,TempoFFT,TempoFeatFrequencia,TempoInferencia
70356,1172,671,6167,1819,1105,379
75898,1172,264,6167,1819,1104,380
75898,1172,7572,6166,1819,1107,379
75898,1172,673,6167,1818,1109,380
75898,1172,671,6166,1819,1109,380
70317,1171,264,6166,1819,1110,379
70317,1171,9349,6166,1819,1107,382
70317,1171,674,6166,1819,1108,379
70317,1171,672,6167,1819,1107,379
77191,1171,263,6166,1819,1105,379
77191,1171,7568,6167,1819,1107,379
77191,1171,674,6167,1818,1107,378
77191,1171,673,6167,1819,1108,380
70268,1171,264,6166,1819,1109,379
70268,1171,7570,6167,1818,1108,380
70268,1171,673,6166,1819,1105,379
70268,1171,675,6167,1819,1107,379
70432,1171,264,6166,1818,1105,380
70432,1171,7567,6167,1819,1109,380
70432,1171,672,6167,1819,1109,381
70432,1171,671,6166,1819,1108,379
79565,1172,264,6167,1819,1107,382
79565,1172,7567,6166,1819,1107,379
79565,1172,672,6166,1819,1108,381
79565,1172,673,6167,1818,1109,381
70433,1172,264,6167,1819,1108,379
70433,1172,7564,6167,1819,1106,379
70433,1172,675,6166,1818,1109,379
70433,1172,672,6167,1819,1108,380
70418,1172,264,6166,1819,1105,379
70418,1172,7563,6167,1819,1108,379
70418,1172,672,6167,1819,1108,380
70418,1172,673,6167,1819,1107,380
75747,1172,264,6167,1819,1107,380
75747,1172,7563,6166,1819,1106,380
75747,1172,675,6167,1818,1108,380
75747,1172,2459,6166,1819,1108,379
70318,1172,265,6166,1818,1109,379
70318,1172,7563,6166,1819,1107,380
70318,1172,674,6167,1819,1106,381
70318,1172,675,6167,1819,1109,382
77378,1172,264,6166,1819,1107,382
77378,1172,7569,6166,1819,1111,381
77378,1172,678,6166,1819,1110,379
77378,1172,671,6167,1818,1111,382
70218,1172,263,6166,1819,1107,382
70218,1172,7572,6166,1819,1106,379
70218,1172,674,6167,1819,1108,380
70218,1172,673,6166,1819,1108,380
70319,1172,265,6167,1819,1109,379
70319,1172,7563,6167,1819,1110,380
70319,1172,2456,6166,1818,1112,379
70319,1172,669,6167,1819,1109,380
70396,1172,264,6166,1819,1108,380
70396,1172,7566,6167,1819,1107,380
70396,1172,674,6167,1819,1108,379
70396,1172,674,6167,1818,1108,379
70357,1171,264,6166,1819,1108,379
70357,1171,7569,6166,1819,1108,379
70357,1171,672,6168,1818,1106,382
70357,1171,674,6166,1818,1107,382
70344,1172,265,6167,1819,1108,381
70344,1172,7566,6167,1819,1107,380
70344,1172,674,6167,1819,1107,380
70344,1172,673,6167,1819,1108,379
70355,1172,264,6167,1818,1107,379
70355,1172,9349,6167,1819,1110,379
70355,1172,670,6166,1818,1109,380
70355,1172,672,6167,1818,1109,379
70318,1172,264,6167,1819,1108,379
70318,1172,7567,6167,1819,1108,381
70318,1172,672,6168,1818,1108,380
70318,1172,673,6166,1819,1109,380
77227,1171,264,6166,1819,1108,380
77227,1171,7564,6167,1819,1107,379
77227,1171,673,6167,1819,1106,379
77227,1171,676,6166,1818,1107,378
70293,1172,264,6166,1819,1107,379
70293,1172,7564,6166,1819,1105,379
70293,1172,676,6167,1819,1110,379
70293,1172,671,6167,1818,1112,379
79413,1173,264,6167,1819,1112,379
79413,1173,7566,6166,1818,1106,380
79413,1173,675,6167,1819,1109,382
79413,1173,672,6167,1819,1109,380
70269,1172,265,6167,1818,1111,379
70269,1172,7570,6167,1819,1111,380
70269,1172,670,6167,1819,1109,382
70269,1172,672,6167,1819,1109,381
70271,1172,264,6167,1819,1110,380
70271,1172,7568,6167,1819,1107,379
70271,1172,672,6166,1819,1107,382
70271,1172,675,6167,1818,1106,383
70243,1172,264,6166,1819,1107,382
70243,1172,7572,6167,1819,1111,381
70243,1172,678,6167,1819,1106,381
